Country, Network, Prefix, Tag Name, Cost Rate (USD), Cost Connect Fee (USD), Initial Interval, Next Interval, Reject Calls
Germany, Other Mobile, 4916, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 49173, all, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 49152, EU, 0.028, 0.000, 60, 60, false
Germany, Special Services, 49193, all, 1.2, 0.000, 60, 60, false
Germany, T Mobile Mobile, 49175, EU, 0.028, 0.000, 60, 60, false
Germany, Universal Shared Cost, 4918, all, 0.024, 0.000, 60, 60, false
Germany, International VPN, 49882280, all, 0.024, 0.000, 60, 60, false
Germany, T Mobile Mobile, 49175, all, 0.028, 0.000, 60, 60, false
Germany, Universal Shared Cost, 4918, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 49152, all, 0.028, 0.000, 60, 60, false
Germany, Special Services, 4912, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 491528, all, 0.028, 0.000, 60, 60, false
Germany, E Plus Mobile, 49156, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 491522, EU, 0.028, 0.000, 60, 60, false
Germany, International VPN, 49882280, EU, 0.028, 0.000, 60, 60, false
Germany, Special Services, 49193, EU, 1.2, 0.000, 60, 60, false
Germany, T Mobile Mobile, 49171, all, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 49162, all, 0.028, 0.000, 60, 60, false
Germany, T Mobile Mobile, 49160, all, 0.028, 0.000, 60, 60, false
Germany, Integrated comunication Enabling, 49882288, all, 0.024, 0.000, 60, 60, false
Germany, Special Services, 4913, EU, 0.028, 0.000, 60, 60, false
Germany, T Mobile Mobile, 49151, all, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 49172, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 491523, all, 0.028, 0.000, 60, 60, false
Germany, E Plus Mobile, 49150, EU, 0.028, 0.000, 60, 60, false
Germany, Special Services, 49191, all, 1.2, 0.000, 60, 60, false
Germany, Special Services, 49180, all, 0.028, 0.000, 60, 60, false
Germany, O2 Mobile, 49179, all, 0.028, 0.000, 60, 60, false
Germany, Other Mobile, 49700, EU, 0.028, 0.000, 60, 60, false
Germany, Access Voip, 4932, all, 0.024, 0.000, 60, 60, false
Germany, Special Services, 49118, EU, 0.028, 0.000, 60, 60, false
Germany, Civil Services, 49115, all, 0.028, 0.000, 60, 60, false
Germany, Other Mobile, 49701, all, 0.028, 0.000, 60, 60, false
Germany, Other Mobile, 4915, EU, 0.028, 0.000, 60, 60, false
Germany, Other Mobile, 4917, EU, 0.028, 0.000, 60, 60, false
Germany, Special Services, 49194, all, 1.2, 0.000, 60, 60, false
Germany, O2 Mobile, 49176, EU, 0.028, 0.000, 60, 60, false
Germany, E Plus Mobile, 49163, EU, 0.028, 0.000, 60, 60, false
Germany, Vodafone Mobile, 491520, EU, 0.028, 0.000, 60, 60, false
Germany, E Plus Mobile, 49157, all, 0.028, 0.000, 60, 60, false
Germany, Special Services, 49192, all, 1.2, 0.000, 60, 60, false
Germany, Civil Services, 49116, EU, 0.024, 0.000, 60, 60, false
Germany, Mobile, 498822830, all, 0.024, 0.000, 60, 60, false
Germany, E Plus Mobile, 49177, EU, 0.028, 0.000, 60, 60, false
Germany, Civil Services, 49115, EU, 0.024, 0.000, 60, 60, false
Germany, O2 Mobile, 49159, all, 0.028, 0.000, 60, 60, false
Ghana, MTN Mobile, 233553, all, 0.330, 0.000, 60, 60, false
Ghana, MTN Mobile, 23324, all, 0.330, 0.000, 60, 60, false
Ghana, Airtel Mobile, 233560, all, 0.308, 0.000, 60, 60, false
Ghana, Tigo Mobile, 23357, all, 0.309, 0.000, 60, 60, false
Ghana, MTN Mobile, 233554, all, 0.330, 0.000, 60, 60, false
Ghana, Airtel Mobile, 23326, all, 0.308, 0.000, 60, 60, false
Ghana, Airtel Mobile, 233561, all, 0.308, 0.000, 60, 60, false
Ghana, MTN Mobile, 233556, all, 0.330, 0.000, 60, 60, false
Ghana, Mobile, 23328, all, 0.346, 0.000, 60, 60, false
Ghana, Landline, 233, all, 0.305, 0.000, 60, 60, false
Ghana, Mobile, 23329, all, 0.346, 0.000, 60, 60, false
Ghana, MTN Mobile, 23354, all, 0.330, 0.000, 60, 60, false
Ghana, Mobile, 23323, all, 0.346, 0.000, 60, 60, false
Ghana, Vodafone Mobile, 23350, all, 0.300, 0.000, 60, 60, false
Ghana, MTN Mobile, 233555, all, 0.330, 0.000, 60, 60, false
Ghana, Tigo Mobile, 23327, all, 0.309, 0.000, 60, 60, false
Ghana, Vodafone Mobile, 23320, all, 0.300, 0.000, 60, 60, false
Gibraltar, Mobile, 3506, all, 0.181, 0.000, 60, 60, false
Gibraltar, Mobile, 3505, all, 0.181, 0.000, 60, 60, false
Gibraltar, Landline, 350, all, 0.117, 0.000, 60, 60, false
Greece, Mobile, 3069, EU, 0.041, 0.000, 60, 60, false
Greece, Wind Mobile, 30690, all, 0.106, 0.000, 60, 60, false
Greece, Athens, 3021, all, 0.040, 0.000, 60, 60, false
Greece, Wind Mobile, 30699, all, 0.106, 0.000, 60, 60, false
Greece, Vodafone Mobile, 30694, all, 0.106, 0.000, 60, 60, false
Greece, Wind Mobile, 30693, EU, 0.041, 0.000, 60, 60, false
Greece, Athens, 3021, EU, 0.041, 0.000, 60, 60, false
Greece, Wind Mobile, 30699, EU, 0.041, 0.000, 60, 60, false
Greece, Vodafone Mobile, 30694, EU, 0.041, 0.000, 60, 60, false
Greece, Cosmote Mobile, 30698, all, 0.106, 0.000, 60, 60, false
Greece, Wind Mobile, 30693, all, 0.106, 0.000, 60, 60, false
Greece, Vodafone Mobile, 30695, all, 0.106, 0.000, 60, 60, false
Greece, Cosmote Mobile, 30697, EU, 0.041, 0.000, 60, 60, false
Greece, Cosmote Mobile, 30698, EU, 0.041, 0.000, 60, 60, false
Greece, Landline, 30, EU, 0.024, 0.000, 60, 60, false
Greece, Vodafone Mobile, 30695, EU, 0.041, 0.000, 60, 60, false
Greece, Mobile, 3069, all, 0.106, 0.000, 60, 60, false
Greece, Wind Mobile, 30690, EU, 0.041, 0.000, 60, 60, false
Greece, Landline, 30, all, 0.067, 0.000, 60, 60, false
Greece, Cosmote Mobile, 30697, all, 0.106, 0.000, 60, 60, false
Greenland, Mobile, 2995, all, 0.154, 0.000, 60, 60, false
Greenland, Landline, 299, all, 0.085, 0.000, 60, 60, false
Grenada, Landline, 1473, all, 0.216, 0.000, 60, 60, false
Grenada, Special Services, 147350, all, 1.2, 0.000, 60, 60, false
Grenada, Mobile, 14735, all, 0.273, 0.000, 60, 60, false
Grenada, Mobile, 14734, all, 0.273, 0.000, 60, 60, false
Guadeloupe, Landline, 590, all, 0.061, 0.000, 60, 60, false
Guadeloupe, Mobile, 590690, all, 0.094, 0.000, 60, 60, false
Guam, Landline, 1671, all, 0.036, 0.000, 60, 60, false
Guatemala, Movistar Mobile, 50234, all, 0.183, 0.000, 60, 60, false
Guatemala, Mobile, 5025, all, 0.181, 0.000, 60, 60, false
Guatemala, Tigo Mobile, 5023, all, 0.183, 0.000, 60, 60, false
Guatemala, Mobile, 5024, all, 0.181, 0.000, 60, 60, false
Guatemala, Landline, 502, all, 0.180, 0.000, 60, 60, false
Guinea, Special Services, 22430447, all, 1.2, 0.000, 60, 60, false
Guinea, Mobile, 22479, all, 0.559, 0.000, 60, 60, false
Guinea, Orange Mobile, 22462, all, 0.539, 0.000, 60, 60, false
Guinea, Landline, 224, all, 0.535, 0.000, 60, 60, false
Guinea, Special Services, 22430189167, all, 1.2, 0.000, 60, 60, false
Guinea, Intercel Mobile, 22463, all, 0.524, 0.000, 60, 60, false
Guinea, Cellcom Mobile, 22467, all, 0.617, 0.000, 60, 60, false
Guinea, Special Services, 22470, all, 1.2, 0.000, 60, 60, false
Guinea, Special Services, 22430186640, all, 1.2, 0.000, 60, 60, false
Guinea, Special Services, 22430441, all, 1.2, 0.000, 60, 60, false
Guinea, Cellcom Mobile, 22465, all, 0.617, 0.000, 60, 60, false
Guinea, Mobility Services, 224637275, all, 0.524, 0.000, 60, 60, false
Guinea, Special Services, 22430446, all, 1.2, 0.000, 60, 60, false
Guinea, Orange Mobile, 22472, all, 0.539, 0.000, 60, 60, false
Guinea, Special Services, 224309648, all, 1.2, 0.000, 60, 60, false
Guinea, Special Services, 2243044008, all, 1.2, 0.000, 60, 60, false
Guinea, Mobility Services, 22478, all, 0.524, 0.000, 60, 60, false
Guinea, MTN Mobile, 22466, all, 0.511, 0.000, 60, 60, false
Guinea, Special Services, 22455, all, 1.2, 0.000, 60, 60, false
Guinea, Special Services, 224309196, all, 1.2, 0.000, 60, 60, false
Guinea, Mobility Services, 224637276, all, 0.524, 0.000, 60, 60, false
Guinea Bissau, Mobile, 2455, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Mobile, 24591, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Landline, 245, all, 0.623, 0.000, 60, 60, false
Guinea Bissau, Mobile, 2457, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Special Services, 24540, all, 1.2, 0.000, 60, 60, false
Guinea Bissau, Mobile, 24592, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Mobile, 24595, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Mobile, 2456, all, 0.640, 0.000, 60, 60, false
Guinea Bissau, Mobile, 24590, all, 0.640, 0.000, 60, 60, false
Guyana, Landline, 592, all, 0.298, 0.000, 60, 60, false
Guyana, Digicel Mobile, 59266, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 59269, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 592603, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 59268, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 59267, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 592601, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 592604, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 592600, all, 0.219, 0.000, 60, 60, false
Guyana, Digicel Mobile, 592602, all, 0.219, 0.000, 60, 60, false
Haiti, Mobile, 50988, all, 0.733, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50946, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50928, all, 0.468, 0.000, 60, 60, false
Haiti, Port AU Prince, 50922, all, 0.365, 0.000, 60, 60, false
Haiti, Comcel Mobile, 50934, all, 0.468, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50941, all, 0.683, 0.000, 60, 60, false
Haiti, Mobile, 50987, all, 0.733, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50936, all, 0.468, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50940, all, 0.683, 0.000, 60, 60, false
Haiti, Comcel Mobile, 5099, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 5096, all, 0.468, 0.000, 60, 60, false
Haiti, Mobile, 50989, all, 0.733, 0.000, 60, 60, false
Haiti, Mobile, 50985, all, 0.733, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50942, all, 0.683, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50938, all, 0.468, 0.000, 60, 60, false
Haiti, Comcel Mobile, 50929, all, 0.468, 0.000, 60, 60, false
Haiti, Mobile, 5093, all, 0.733, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50931, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50948, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50947, all, 0.468, 0.000, 60, 60, false
Haiti, Comcel Mobile, 5094, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 50937, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 509301, all, 0.468, 0.000, 60, 60, false
Haiti, Comcel Mobile, 50939, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 5097, all, 0.468, 0.000, 60, 60, false
Haiti, Digicell Mobile, 509103, all, 0.468, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50933, all, 0.683, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50932, all, 0.683, 0.000, 60, 60, false
Haiti, Natcom Mobile, 50943, all, 0.683, 0.000, 60, 60, false
Haiti, Digicell Mobile, 5098, all, 0.468, 0.000, 60, 60, false
Haiti, Landline, 509, all, 0.357, 0.000, 60, 60, false
Haiti, Haitel Mobile, 5095, all, 0.365, 0.000, 60, 60, false
Haiti, Haitel Mobile, 50935, all, 0.365, 0.000, 60, 60, false
Honduras, Digicell Mobile, 5048, all, 0.167, 0.000, 60, 60, false
Honduras, Mobile, 5049, all, 0.208, 0.000, 60, 60, false
Honduras, Landline, 504, all, 0.158, 0.000, 60, 60, false
Honduras, Megatel Mobile, 5043, all, 0.170, 0.000, 60, 60, false
Honduras, Hondutel Mobile, 5047, all, 0.165, 0.000, 60, 60, false
Hong Kong, Mobile, 8525, all, 0.081, 0.000, 60, 60, false
Hong Kong, Mobile, 8529, all, 0.081, 0.000, 60, 60, false
Hong Kong, Mobile, 8521, all, 0.081, 0.000, 60, 60, false
Hong Kong, Mobile, 8524, all, 0.081, 0.000, 60, 60, false
Hong Kong, Landline, 852, all, 0.061, 0.000, 60, 60, false
Hong Kong, Mobile, 8526, all, 0.081, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 363132, all, 0.684, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631331, EU, 0.026, 0.000, 60, 60, false
Hungary, T-mobile, 36312000, EU, 0.026, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631331, all, 0.684, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3670, EU, 0.026, 0.000, 60, 60, false
Hungary, Mobile, 3631, EU, 0.026, 0.000, 60, 60, false
Hungary, Pannon Mobile, 3620, EU, 0.026, 0.000, 60, 60, false
Hungary, T-mobile, 3630, EU, 0.026, 0.000, 60, 60, false
Hungary, T-mobile, 36312001, all, 0.074, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 36313666, EU, 0.026, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 36313666, all, 0.684, 0.000, 60, 60, false
Hungary, T-mobile, 36312001, EU, 0.026, 0.000, 60, 60, false
Hungary, Pannon Mobile, 3620, all, 0.086, 0.000, 60, 60, false
Hungary, T-mobile, 36312000, all, 0.074, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 363131, all, 0.684, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631330, EU, 0.026, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631330, all, 0.684, 0.000, 60, 60, false
Hungary, Mobile, 3631, all, 0.088, 0.000, 60, 60, false
Hungary, Landline, 36, EU, 0.022, 0.000, 60, 60, false
Hungary, Landline, 36, all, 0.077, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 363131, EU, 0.026, 0.000, 60, 60, false
Hungary, T-mobile, 3630, all, 0.074, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631332, all, 0.684, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3631332, EU, 0.026, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 3670, all, 0.684, 0.000, 60, 60, false
Hungary, Vodafone Mobile, 363132, EU, 0.026, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 3546, all, 0.034, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354820, all, 0.034, 0.000, 60, 60, false
Iceland, Siminn Mobile, 3548, all, 0.034, 0.000, 60, 60, false
Iceland, Iceland Mobile Zero Nine, 354655, all, 0.034, 0.000, 60, 60, false
Iceland, Mobile, 35438, all, 0.034, 0.000, 60, 60, false
Iceland, Mobile, 3547, all, 0.034, 0.000, 60, 60, false
Iceland, Landline, 354, all, 0.024, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354825, all, 0.034, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354824, all, 0.034, 0.000, 60, 60, false
Iceland, Siminn Mobile, 354385, all, 0.034, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354823, all, 0.034, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354822, all, 0.034, 0.000, 60, 60, false
Iceland, Vodafone Mobile, 354821, all, 0.034, 0.000, 60, 60, false
Iceland, Iceland Mobile Zero Nine, 3543803, all, 0.034, 0.000, 60, 60, false
India, Calcutta, 9133, all, 0.032, 0.000, 60, 60, false
India, Jullundur, 91181, all, 0.032, 0.000, 60, 60, false
India, Madras, 9144, all, 0.032, 0.000, 60, 60, false
India, Mobile, 918, all, 0.032, 0.000, 60, 60, false
India, Kerala, 914, all, 0.032, 0.000, 60, 60, false
India, Gujarat, 912, all, 0.032, 0.000, 60, 60, false
India, Landline, 91, all, 0.032, 0.000, 60, 60, false
India, Mobile, 919, all, 0.032, 0.000, 60, 60, false
India, Mobile, 917, all, 0.032, 0.000, 60, 60, false
India, Bangalore, 9180, all, 0.032, 0.000, 60, 60, false
India, Ernakulam, 91484, all, 0.032, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62859, all, 0.058, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62877, all, 0.058, 0.000, 60, 60, false
Indonesia, Metros, 62251, all, 0.052, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62812, all, 0.061, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62853, all, 0.061, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62811, all, 0.061, 0.000, 60, 60, false
Indonesia, Metros, 6261, all, 0.052, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62856, all, 0.059, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62818, all, 0.058, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62813, all, 0.061, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62816, all, 0.059, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62817, all, 0.058, 0.000, 60, 60, false
Indonesia, Metros, 6222, all, 0.052, 0.000, 60, 60, false
Indonesia, Satellite Mobile, 628681, all, 0.061, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62857, all, 0.059, 0.000, 60, 60, false
Indonesia, Metros, 62778, all, 0.052, 0.000, 60, 60, false
Indonesia, Surabaya, 6231, all, 0.052, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62858, all, 0.059, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62814, all, 0.059, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62855, all, 0.059, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62819, all, 0.058, 0.000, 60, 60, false
Indonesia, Metros, 62341, all, 0.052, 0.000, 60, 60, false
Indonesia, Landline, 62, all, 0.056, 0.000, 60, 60, false
Indonesia, Indosat Mobile, 62815, all, 0.059, 0.000, 60, 60, false
Indonesia, Jakarta, 6221, all, 0.050, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62821, all, 0.061, 0.000, 60, 60, false
Indonesia, Metros, 62411, all, 0.052, 0.000, 60, 60, false
Indonesia, Excelcom Mobile, 62878, all, 0.058, 0.000, 60, 60, false
Indonesia, Mobile, 628, all, 0.061, 0.000, 60, 60, false
Indonesia, Telkomsel Mobile, 62852, all, 0.061, 0.000, 60, 60, false
Indonesia, Metros, 62361, all, 0.052, 0.000, 60, 60, false
Iran, Tehran, 9821, all, 0.165, 0.000, 60, 60, false
Iran, MTN Mobile, 9893, all, 0.186, 0.000, 60, 60, false
Iran, Landline, 98, all, 0.170, 0.000, 60, 60, false
Iran, MCI Mobile, 9891, all, 0.186, 0.000, 60, 60, false
Iran, Mobile, 989, all, 0.186, 0.000, 60, 60, false
Iraq, KurdTel Sulaymaniyah, 964533, all, 0.168, 0.000, 60, 60, false
Iraq, Baghdad, 9641, all, 0.178, 0.000, 60, 60, false
Iraq, Zain Mobile, 96479, all, 0.249, 0.000, 60, 60, false
Iraq, Special Services, 964821, all, 1.2, 0.000, 60, 60, false
Iraq, Sana Mobile, 96473, all, 0.260, 0.000, 60, 60, false
Iraq, Korek Mobile, 96475, all, 0.251, 0.000, 60, 60, false
Iraq, Fanoos, 9647481, all, 0.184, 0.000, 60, 60, false
Iraq, Fanoos, 9647480, all, 0.184, 0.000, 60, 60, false
Iraq, Duhook, 96465, all, 0.172, 0.000, 60, 60, false
Iraq, Asiacell Mobile, 96477, all, 0.261, 0.000, 60, 60, false
Iraq, Mousel, 96460, all, 0.184, 0.000, 60, 60, false
Iraq, Kirkuk, 96450, all, 0.184, 0.000, 60, 60, false
Iraq, Duhook Ariafon, 96462, all, 0.172, 0.000, 60, 60, false
Iraq, Mobile, 9647, all, 0.191, 0.000, 60, 60, false
Iraq, Special Services, 964822, all, 1.2, 0.000, 60, 60, false
Iraq, Landline, 964, all, 0.186, 0.000, 60, 60, false
Iraq, Zain Mobile, 96478, all, 0.249, 0.000, 60, 60, false
Iraq, KurdTel Koya, 964538, all, 0.168, 0.000, 60, 60, false
Iraq, Erbil, 96466, all, 0.191, 0.000, 60, 60, false
Ireland, Special Services, 3531850, all, 0.720, 0.000, 60, 60, false
Ireland, Landline, 353, EU, 0.010, 0.000, 60, 60, false
Ireland, Special Services, 3531892, all, 0.096, 0.000, 60, 60, false
Ireland, ID Mobile, 3538970, EU, 0.047, 0.000, 60, 60, false
Ireland, Special Services, 3531892, EU, 0.096, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389597, all, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389596, all, 0.079, 0.000, 60, 60, false
Ireland, ID Mobile, 3538971, EU, 0.047, 0.000, 60, 60, false
Ireland, Special Services, 3531850, EU, 0.720, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538996, EU, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389598, all, 0.079, 0.000, 60, 60, false
Ireland, Vodafone Mobile, 35387, EU, 0.026, 0.000, 60, 60, false
Ireland, O2 Mobile, 35386, all, 0.026, 0.000, 60, 60, false
Ireland, H3G Mobile, 35383, EU, 0.038, 0.000, 60, 60, false
Ireland, VoIP, 35376, EU, 0.225, 0.000, 60, 60, false
Ireland, Special Services, 353700, all, 0.172, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389598, EU, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538997, EU, 0.079, 0.000, 60, 60, false
Ireland, Special Services, 3531890, EU, 0.096, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538996, all, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389596, EU, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389597, EU, 0.079, 0.000, 60, 60, false
Ireland, Meteor Mobile, 35385, all, 0.026, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538997, all, 0.079, 0.000, 60, 60, false
Ireland, Vodafone Mobile, 35387, all, 0.026, 0.000, 60, 60, false
Ireland, Special Services, 353818, all, 0.225, 0.000, 60, 60, false
Ireland, Tesco Mobile, 35389, EU, 0.040, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538998, all, 0.079, 0.000, 60, 60, false
Ireland, Special Services, 3531890, all, 0.096, 0.000, 60, 60, false
Ireland, Special Services, 3531891, all, 0.045, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389599, all, 0.079, 0.000, 60, 60, false
Ireland, H3G Mobile, 35383, all, 0.038, 0.000, 60, 60, false
Ireland, Special Services, 353700, EU, 0.172, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389595, EU, 0.079, 0.000, 60, 60, false
Ireland, Virgin Media Mobile, 3538960, all, 0.072, 0.000, 60, 60, false
Ireland, Dublin, 3531, EU, 0.010, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538999, all, 0.079, 0.000, 60, 60, false
Ireland, Virgin Media Mobile, 3538961, all, 0.072, 0.000, 60, 60, false
Ireland, ID Mobile, 3538970, all, 0.047, 0.000, 60, 60, false
Ireland, Tesco Mobile, 35389, all, 0.040, 0.000, 60, 60, false
Ireland, Special Services, 3531891, EU, 0.045, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538999, EU, 0.079, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389595, all, 0.079, 0.000, 60, 60, false
Ireland, VoIP, 35376, all, 0.225, 0.000, 60, 60, false
Ireland, Landline, 353, all, 0.010, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538995, EU, 0.079, 0.000, 60, 60, false
Ireland, Special Services, 353818, EU, 0.225, 0.000, 60, 60, false
Ireland, Virgin Media Mobile, 3538961, EU, 0.072, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538998, EU, 0.079, 0.000, 60, 60, false
Ireland, O2 Mobile, 35386, EU, 0.026, 0.000, 60, 60, false
Ireland, ID Mobile, 3538971, all, 0.047, 0.000, 60, 60, false
Ireland, Lyca Mobile, 35389599, EU, 0.079, 0.000, 60, 60, false
Ireland, Virgin Media Mobile, 3538960, EU, 0.072, 0.000, 60, 60, false
Ireland, Lyca Mobile, 3538995, all, 0.079, 0.000, 60, 60, false
Ireland, Meteor Mobile, 35385, EU, 0.026, 0.000, 60, 60, false
Ireland, Dublin, 3531, all, 0.010, 0.000, 60, 60, false
Israel, Special Services, 972151, all, 0.038, 0.000, 60, 60, false
Israel, Palestine Mobile, 97256, all, 0.240, 0.000, 60, 60, false
Israel, Palestine, 97292, all, 0.197, 0.000, 60, 60, false
Israel, Palestine, 97222, all, 0.197, 0.000, 60, 60, false
Israel, Special Services, 972153, all, 0.038, 0.000, 60, 60, false
Israel, Palestine, 97282, all, 0.197, 0.000, 60, 60, false
Israel, Mobile, 9725, all, 0.038, 0.000, 60, 60, false
Israel, Palestine Mobile, 97259, all, 0.237, 0.000, 60, 60, false
Israel, Landline, 972, all, 0.016, 0.000, 60, 60, false
Israel, Palestine, 97242, all, 0.197, 0.000, 60, 60, false
Italy, LYCA Mobile, 39382, EU, 0.041, 0.000, 60, 60, false
Italy, Short Code, 391928, all, 0.008, 0.000, 60, 60, false
Italy, Short Code, 39187, all, 0.008, 0.000, 60, 60, false
Italy, Short Code, 39117, all, 0.010, 0.000, 60, 60, false
Italy, NOVERCA Mobile, 393505, EU, 0.041, 0.000, 60, 60, false
Italy, Vodafone Mobile, 39377, EU, 0.041, 0.000, 60, 60, false
Italy, Short Code, 39133, EU, 0.008, 0.000, 60, 60, false
Italy, POSTE Mobile, 393711, EU, 0.041, 0.000, 60, 60, false
Italy, Wind Mobile, 3932, all, 0.235, 0.000, 60, 60, false
Italy, Short Code, 391525, EU, 0.010, 0.000, 60, 60, false
Italy, Vodafone Mobile, 39377, all, 0.246, 0.000, 60, 60, false
Italy, H3G Mobile, 3939, EU, 0.041, 0.000, 60, 60, false
Italy, Mobile, 393, EU, 0.434, 0.000, 60, 60, false
Italy, Wind Mobile, 3938, EU, 0.041, 0.000, 60, 60, false
Italy, BT Mobile, 39740, all, 0.228, 0.000, 60, 60, false
Italy, NOVERCA Mobile, 393500, EU, 0.041, 0.000, 60, 60, false
Italy, Short Code, 39118, EU, 0.010, 0.000, 60, 60, false
Italy, Milan, 3902, EU, 0.010, 0.000, 60, 60, false
Italy, Rome, 3906, EU, 0.010, 0.000, 60, 60, false
Italy, Short Code, 391240, EU, 0.120, 0.000, 60, 60, false
Italy, Short Code, 39190, all, 0.008, 0.000, 60, 60, false
Italy, Short Code, 39180, EU, 0.008, 0.000, 60, 60, false
Italy, Short Code, 391288, EU, 0.630, 0.000, 60, 60, false
Italy, Wind Mobile, 3938, all, 0.235, 0.000, 60, 60, false
Italy, INTERMATICA Mobile, 39319, all, 0.240, 0.000, 60, 60, false
